"Ngay","GiaDieuChinh","GiaDongCua","ThayDoi","KhoiLuongKhopLenh","GiaTriKhopLenh","KLThoaThuan","GtThoaThuan","GiaMoCua","GiaCaoNhat","GiaThapNhat"
"16/05/2025",57.5,57.5,"-1.2(-2.04 %)",8364800,485712850000,0,0,58.8,59,57.5
